,raw,clean,lemmas,color,gender
1739,Love More Printed Women's Flared Kurta,love more printed womens flared kurta,love more printed woman flared kurta,[],['woman']
1740,Saarah Self Design Kurta & Churidar,saarah self design kurta  churidar,saarah self design kurta churidar,[],[]
1741,Empreus MDF Photo Frame,empreus mdf photo frame,empreus mdf photo frame,[],[]
1742,Aden & M GREEN APPLE,aden  m green apple,aden m green apple,['green'],[]
1743,Bottoms More Regular Fit Women's Blue Trousers,bottoms more regular fit womens blue trousers,bottom more regular fit woman blue trouser,['blue'],['woman']
1744,RAA Boy's Brief,raa boys brief,raa boy brief,[],['boy']
1745,diva boutique Regular Fit Women's Red Trousers,diva boutique regular fit womens red trousers,diva boutique regular fit woman red trouser,['red'],['woman']
1746,Bodycare Boy's Brief,bodycare boys brief,bodycare boy brief,[],['boy']
1747,diva boutique Regular Fit Women's Yellow Trousers,diva boutique regular fit womens yellow trousers,diva boutique regular fit woman yellow trouser,['yellow'],['woman']
1748,Goodwill Impex Regular Fit Women's Blue Trousers,goodwill impex regular fit womens blue trousers,goodwill impex regular fit woman blue trouser,['blue'],['woman']
1749,C.E Collection Polyester Green Floral Eyelet Door Curtain,ce collection polyester green floral eyelet door curtain,ce collection polyester green floral eyelet door curtain,['green'],[]
1750,C.E Collection Polyester Multicolor Floral Eyelet Door Curtain,ce collection polyester multicolor floral eyelet door curtain,ce collection polyester multicolor floral eyelet door curtain,[],[]
1751,C.E Collection Polyester Orange Plain Eyelet Door Curtain,ce collection polyester orange plain eyelet door curtain,ce collection polyester orange plain eyelet door curtain,['orange'],[]
1752,C.E Collection Polyester Purple Floral Eyelet Door Curtain,ce collection polyester purple floral eyelet door curtain,ce collection polyester purple floral eyelet door curtain,['purple'],[]
1753,Mactree Sane Bait Slip On,mactree sane bait slip on,mactree sane bait slip on,[],[]
1754,JDK NOVELTY Shoulder Bag,jdk novelty shoulder bag,jdk novelty shoulder bag,[],[]
1755,Liberty Formal Brown Shoes Slip On,liberty formal brown shoes slip on,liberty formal brown shoe slip on,['brown'],[]
1756,Khadim's Lazard Slip On,khadims lazard slip on,khadims lazard slip on,[],[]
1757,IBALL ZPS-290 450 Watts PSU,iball zps290 450 watts psu,iball zps290 450 watt psu,[],[]
1758,Edel Shoulder Bag,edel shoulder bag,edel shoulder bag,[],[]
1759,JDK NOVELTY Hand-held Bag,jdk novelty handheld bag,jdk novelty handheld bag,[],[]
1760,Rockshose Slip On,rockshose slip on,rockshose slip on,[],[]
1761,"Crazy Deal Men, Women",crazy deal men women,crazy deal men woman,[],['woman']
1762,Rockshose Lace Up,rockshose lace up,rockshose lace up,[],[]
1763,Brandvilla Brandvilla Loafers,brandvilla brandvilla loafers,brandvilla brandvilla loafer,[],[]
1764,NumBrave Casual Embroidered Women's Kurti,numbrave casual embroidered womens kurti,numbrave casual embroidered woman kurti,[],['woman']
1765,HK-Impex Girls Sandals,hkimpex girls sandals,hkimpex girl sandal,[],['girl']
1766,Fpc Creations Party Printed Women's Kurti,fpc creations party printed womens kurti,fpc creation party printed woman kurti,[],['woman']
1767,Oggo Deo Bellies,oggo deo bellies,oggo deo belly,[],[]
1768,IBS Plastic Portable Laptop Table,ibs plastic portable laptop table,ibs plastic portable laptop table,[],[]
1769,Bootwale Bellies,bootwale bellies,bootwale belly,[],[]
1770,Anuradha Art Chabi Challa Brooch,anuradha art chabi challa brooch,anuradha art chabi challa brooch,[],[]
1771,FS Mini Klub Baby Boy's Sleepsuit,fs mini klub baby boys sleepsuit,f mini klub baby boy sleepsuit,[],"['boy', 'baby']"
1772,Nordlich Printed Women's Night Shorts,nordlich printed womens night shorts,nordlich printed woman night short,[],['woman']
1773,720 Armour Hitman Asian Fit T948B2-18-H-P Sports Goggles,720 armour hitman asian fit t948b218hp sports goggles,720 armour hitman asian fit t948b218hp sport goggles,[],[]
1774,IBS ADJUSTABLE FOLDING KIDS MATE HOME OFFICE READING WRITING TABLEMATE WITH CUPHOLDER Plastic Portable Laptop Table,ibs adjustable folding kids mate home office reading writing tablemate with cupholder plastic portable laptop table,ibs adjustable folding kid mate home office reading writing tablemate with cupholder plastic portable laptop table,[],['kid']
1775,720 Armour Hitman T948D1-3-P Sports Goggles,720 armour hitman t948d13p sports goggles,720 armour hitman t948d13p sport goggles,[],[]
1776,GLAMWALK Festive Bellies,glamwalk festive bellies,glamwalk festive belly,[],[]
1777,720 Armour Tack B318-8 Sports Goggles,720 armour tack b3188 sports goggles,720 armour tack b3188 sport goggles,[],[]
1778,Estilo sipper-3 450 ml Sipper,estilo sipper3 450 ml sipper,estilo sipper3 450 ml sipper,[],[]
1779,trustedsnap Solid Women's Tunic,trustedsnap solid womens tunic,trustedsnap solid woman tunic,[],['woman']
1780,clickforsign Avoid Contanimation Wash your Hands Emergency Sign,clickforsign avoid contanimation wash your hands emergency sign,clickforsign avoid contanimation wash your hand emergency sign,[],[]
1781,Trendy Divva Self Design Women's Basic Shorts,trendy divva self design womens basic shorts,trendy divva self design woman basic short,[],['woman']
1782,IBS ADJUSTABLE FOLDING KIDS MATE HOME OFFICE READING WRITING STUDY TABLEMATE WITH CUPHOLDER Plastic Portable Laptop Table,ibs adjustable folding kids mate home office reading writing study tablemate with cupholder plastic portable laptop table,ibs adjustable folding kid mate home office reading writing study tablemate with cupholder plastic portable laptop table,[],['kid']
1783,Vero Moda Solid Women's Basic Shorts,vero moda solid womens basic shorts,vero moda solid woman basic short,[],['woman']
1784,Avenue AO-B83 150 ml Sipper,avenue aob83 150 ml sipper,avenue aob83 150 ml sipper,[],[]
1785,JUHI CREATIONS GW2 Brooch,juhi creations gw2 brooch,juhi creation gw2 brooch,[],[]
1786,Lavennder Floral Print Women's Basic Shorts,lavennder floral print womens basic shorts,lavennder floral print woman basic short,[],['woman']
1787,Treppe Bellies,treppe bellies,treppe belly,[],[]
1788,Kanvas Bellies,kanvas bellies,kanvas belly,[],[]
1789,Tuelip Silver Sipper Bottle 600 ml Sipper,tuelip silver sipper bottle 600 ml sipper,tuelip silver sipper bottle 600 ml sipper,['silver'],[]
1790,Nickolas Stylish Casual Bellies,nickolas stylish casual bellies,nickolas stylish casual belly,[],[]
1791,Speedo Monogram Allover Splashback Solid Girl's,speedo monogram allover splashback solid girls,speedo monogram allover splashback solid girl,[],['girl']
1792,Quoface Day And Night Vision Car And Bike Driving Cycling Goggles,quoface day and night vision car and bike driving cycling goggles,quoface day and night vision car and bike driving cycling goggles,[],[]
1793,Lavennder Printed Women's Basic Shorts,lavennder printed womens basic shorts,lavennder printed woman basic short,[],['woman']
1794,Klaur Melbourne Bellies,klaur melbourne bellies,klaur melbourne belly,[],[]
1795,Vala'S Printed Women's Tunic,valas printed womens tunic,valas printed woman tunic,[],['woman']
1796,Remix Yellow-Pin Brooch,remix yellowpin brooch,remix yellowpin brooch,[],[]
1797,720 Armour Slew T920-2 Sports Goggles,720 armour slew t9202 sports goggles,720 armour slew t9202 sport goggles,[],[]
1798,Futaba Baking Silicon Flat Pastry Brush,futaba baking silicon flat pastry brush,futaba baking silicon flat pastry brush,[],[]
1799,Clickforsign Vehicles parked Illegally will be towed at owner's expense Emergency Sign,clickforsign vehicles parked illegally will be towed at owners expense emergency sign,clickforsign vehicle parked illegally will be towed at owner expense emergency sign,[],[]
1800,clickforsign Sound horn Before entering Emergency Sign,clickforsign sound horn before entering emergency sign,clickforsign sound horn before entering emergency sign,[],[]
1801,Omic Poto-Blue 1000 ml Sipper,omic potoblue 1000 ml sipper,omic potoblue 1000 ml sipper,[],[]
1802,AQUAPOLO Bottle-17 750 ml Sipper,aquapolo bottle17 750 ml sipper,aquapolo bottle17 750 ml sipper,[],[]
1803,induscraft Solid Wood Computer Desk,induscraft solid wood computer desk,induscraft solid wood computer desk,[],[]
1804,"O Baby Women's Printed White, Dark Green Top & Shorts Set",o baby womens printed white dark green top  shorts set,o baby woman printed white dark green top short set,"['green', 'white']","['woman', 'baby']"
1805,kem Flow Gold skinny Fit Baby Girl's Blue Jeans,kem flow gold skinny fit baby girls blue jeans,kem flow gold skinny fit baby girl blue jean,"['gold', 'blue']","['girl', 'baby']"
1806,Vero Moda Self Design Women's Waistcoat,vero moda self design womens waistcoat,vero moda self design woman waistcoat,[],['woman']
1807,Gungun Toys Beautiful Teddy Bear  - 152 cm,gungun toys beautiful teddy bear   152 cm,gungun toy beautiful teddy bear 152 cm,[],[]
1808,Lollipop Lane Tiddly Wink Safari Bath Set,lollipop lane tiddly wink safari bath set,lollipop lane tiddly wink safari bath set,[],[]
1809,Prachin Varaha Laxmi Sitting Showpiece  -  11 cm,prachin varaha laxmi sitting showpiece    11 cm,prachin varaha laxmi sitting showpiece 11 cm,[],[]
1810,Little Star Casual Short Sleeve Printed Girl's Top,little star casual short sleeve printed girls top,little star casual short sleeve printed girl top,[],['girl']
1811,WPM Q5942A Black Toner,wpm q5942a black toner,wpm q5942a black toner,['black'],[]
1812,Exotic India Lord Ganesha Playing Flute (Carved in Sunstone) Showpiece  -  6.8580000000000005 cm,exotic india lord ganesha playing flute carved in sunstone showpiece    68580000000000005 cm,exotic india lord ganesha playing flute carved in sunstone showpiece 68580000000000005 cm,[],[]
1813,Jordan Kids Casual Short Sleeve Graphic Print Girl's Top,jordan kids casual short sleeve graphic print girls top,jordan kid casual short sleeve graphic print girl top,[],"['kid', 'girl']"
1814,Filink 310 Black Toner,filink 310 black toner,filink 310 black toner,['black'],[]
1815,Disney Minnie Big Head  - 17 inch,disney minnie big head   17 inch,disney minnie big head 17 inch,[],[]
1816,Collectible India Relaxing Conch Ganesha Brass Idol - Antique Finish Statue Showpiece  -  17.5 cm,collectible india relaxing conch ganesha brass idol  antique finish statue showpiece    175 cm,collectible india relaxing conch ganesha brass idol antique finish statue showpiece 175 cm,[],[]
1817,Reebok Casual Sleeveless Printed Girl's Top,reebok casual sleeveless printed girls top,reebok casual sleeveless printed girl top,[],['girl']
1818,Sport Silicone Red Swimming Cap,sport silicone red swimming cap,sport silicone red swimming cap,['red'],[]
1819,Gungun Toys Best Wishes Teddy Bear  - 111 cm,gungun toys best wishes teddy bear   111 cm,gungun toy best wish teddy bear 111 cm,[],[]
1820,Recrafto Buddha Showpiece  -  15.24 cm,recrafto buddha showpiece    1524 cm,recrafto buddha showpiece 1524 cm,[],[]
1821,"Anthill Baby Boy's, Baby Girl's Bodysuit",anthill baby boys baby girls bodysuit,anthill baby boy baby girl bodysuit,[],"['girl', 'boy', 'baby']"
1822,Interio Crafts Brass Gramophone,interio crafts brass gramophone,interio craft brass gramophone,[],[]
1823,ESHOPITUDE Disk Break Lock ZARGV1097-HONDAINTERCEPTOR U Lock,eshopitude disk break lock zargv1097hondainterceptor u lock,eshopitude disk break lock zargv1097hondainterceptor u lock,[],[]
1824,FS Mini Klub Casual Girl's Top,fs mini klub casual girls top,f mini klub casual girl top,[],['girl']
1825,Exotic India Lord Ganesha (Carved in Hematite) Showpiece  -  5.08 cm,exotic india lord ganesha carved in hematite showpiece    508 cm,exotic india lord ganesha carved in hematite showpiece 508 cm,[],[]
1826,FAX Slippers,fax slippers,fax slipper,[],[]
1827,Gkidz Printed Boy's Round Neck Dark Blue T-Shirt,gkidz printed boys round neck dark blue tshirt,gkidz printed boy round neck dark blue tshirt,['blue'],['boy']
1828,Clench Slim Fit Boy's Black Trousers,clench slim fit boys black trousers,clench slim fit boy black trouser,['black'],['boy']
1829,VRTYA Casual Short Sleeve Solid Women's Grey Top,vrtya casual short sleeve solid womens grey top,vrtya casual short sleeve solid woman grey top,['grey'],['woman']
1830,"LUMBER BOY Self Design Boy's Polo Neck Red, Black T-Shirt",lumber boy self design boys polo neck red black tshirt,lumber boy self design boy polo neck red black tshirt,"['black', 'red']",['boy']
1831,Port NuWave Football Shoes,port nuwave football shoes,port nuwave football shoe,[],[]
1832,Fabpoppy Casual Sleeveless Solid Women's Blue Top,fabpoppy casual sleeveless solid womens blue top,fabpoppy casual sleeveless solid woman blue top,['blue'],['woman']
1833,Gkidz Printed Boy's Round Neck Orange T-Shirt,gkidz printed boys round neck orange tshirt,gkidz printed boy round neck orange tshirt,['orange'],['boy']
1834,FRENEMY MPAD389 Mousepad,frenemy mpad389 mousepad,frenemy mpad389 mousepad,[],[]
1835,BIKER BOYS Printed Boy's Round Neck Blue T-Shirt,biker boys printed boys round neck blue tshirt,biker boy printed boy round neck blue tshirt,['blue'],['boy']
1836,YK Solid Boy's Round Neck Dark Blue T-Shirt,yk solid boys round neck dark blue tshirt,yk solid boy round neck dark blue tshirt,['blue'],['boy']
1837,Port Sport-Shiled Training & Gym Shoes,port sportshiled training  gym shoes,port sportshiled training gym shoe,[],[]
1838,Jon Pep Slippers,jon pep slippers,jon pep slipper,[],[]
1839,TOUCHWOOD KIDS UNISEX SCHOLAR WHITE SCHOOL SHOE Running Shoes,touchwood kids unisex scholar white school shoe running shoes,touchwood kid unisex scholar white school shoe running shoe,['white'],['kid']
1840,Chazer,chazer,chazer,[],[]
1841,Fabpoppy Casual Sleeveless Printed Women's Multicolor Top,fabpoppy casual sleeveless printed womens multicolor top,fabpoppy casual sleeveless printed woman multicolor top,[],['woman']
1842,VRTYA Casual Sleeveless Solid Women's Blue Top,vrtya casual sleeveless solid womens blue top,vrtya casual sleeveless solid woman blue top,['blue'],['woman']
1843,Roadster Skinny Fit Women's Blue Jeans,roadster skinny fit womens blue jeans,roadster skinny fit woman blue jean,['blue'],['woman']
1844,Leather chief Slippers,leather chief slippers,leather chief slipper,[],[]
1845,HRX by Hrithik Roshan Skinny Fit Women's Blue Jeans,hrx by hrithik roshan skinny fit womens blue jeans,hrx by hrithik roshan skinny fit woman blue jean,['blue'],['woman']
1846,Feminine Casual Sleeveless Printed Women's Multicolor Top,feminine casual sleeveless printed womens multicolor top,feminine casual sleeveless printed woman multicolor top,[],['woman']
1847,Micromax  Battery - Canvas Fire A093,micromax  battery  canvas fire a093,micromax battery canvas fire a093,[],[]
1848,Comex Acheiver-Pluto Football Shoes,comex acheiverpluto football shoes,comex acheiverpluto football shoe,[],[]
1849,SIESTA Slim Fit Women's Light Blue Jeans,siesta slim fit womens light blue jeans,siesta slim fit woman light blue jean,['blue'],['woman']
