,Unnamed: 0,raw,clean,lemmas,color,gender,keywords,topic_number,new_topics,topic_label
1957,1957,Shopizone BMW Wheel 32 GB  Pen Drive,shopizone bmw wheel 32 gb  pen drive,shopizone bmw wheel 32 gb pen drive,[],[],pen drive bmw wheel shopizone bmw ,266,30,auto
1958,1958,"Salwar Studio Geometric Print, Paisley Kurta & Salwar",salwar studio geometric print paisley kurta  salwar,salwar studio geometric print paisley kurta salwar,[],[],print paisley geometric print studio geometric ,84,7,clothing
1959,1959,Only Printed Women's Purple Basic Shorts,only printed womens purple basic shorts,only printed woman purple basic short,['purple'],['woman'],woman purple printed woman basic short ,131,40,clothing
1960,1960,Saarah Self Design Girl's Lehenga Choli,saarah self design girls lehenga choli,saarah self design girl lehenga choli,[],['girl'],girl lehenga design girl lehenga choli ,214,3,home goods
1961,1961,Salwar Studio Self Design Kurta & Salwar,salwar studio self design kurta  salwar,salwar studio self design kurta salwar,[],[],kurta salwar salwar studio design kurta ,-1,-1,unknown
1962,1962,Craftcart Parrot Antique Brass Key Holder,craftcart parrot antique brass key holder,craftcart parrot antique brass key holder,[],[],parrot antique key holder craftcart parrot ,-1,-1,unknown
1963,1963,Ganga 2110 Eva Wall Mixer With Bend For Arrangement of Overhead Shower Faucet Set,ganga 2110 eva wall mixer with bend for arrangement of overhead shower faucet set,ganga 2110 eva wall mixer with bend for arrangement of overhead shower faucet set,[],[],faucet set eva wall ganga ,268,42,auto
1964,1964,Trendy Nuts Oviform Gemsy Hair Band,trendy nuts oviform gemsy hair band,trendy nut oviform gemsy hair band,[],[],nut oviform hair band trendy nut ,39,-1,unknown
1965,1965,SOS COMPUTRISED LCD INTRFERENTIAL UNIT-125PROG. MUSCLE SPASM Electrotherapy Device,sos computrised lcd intrferential unit125prog muscle spasm electrotherapy device,so computrised lcd intrferential unit125prog muscle spasm electrotherapy device,[],[],electrotherapy device muscle spasm lcd intrferential ,140,49,electronics
1966,1966,Ganga 2113 Eva Flush Cock With Washer System And Adjustable Wall Flange (25 mm) Faucet Set,ganga 2113 eva flush cock with washer system and adjustable wall flange 25 mm faucet set,ganga 2113 eva flush cock with washer system and adjustable wall flange 25 mm faucet set,[],[],wall flange eva flush ganga ,268,42,auto
1967,1967,F-Loop Self Design Kurta & Churidar,floop self design kurta  churidar,floop self design kurta churidar,[],[],floop design kurta kurta churidar ,-1,-1,unknown
1968,1968,Starsy Printed Girl's Round Neck White T-Shirt,starsy printed girls round neck white tshirt,starsy printed girl round neck white tshirt,['white'],['girl'],printed girl white tshirt starsy printed ,-1,-1,unknown
1969,1969,Bootwale Stylish Casual Shoes Casuals,bootwale stylish casual shoes casuals,bootwale stylish casual shoe casuals,[],[],casual shoe stylish casual bootwale stylish ,-1,-1,unknown
1970,1970,Fanideaz Printed Men's Round Neck Grey T-Shirt,fanideaz printed mens round neck grey tshirt,fanideaz printed men round neck grey tshirt,['grey'],[],printed men grey tshirt fanideaz printed ,30,7,clothing
1971,1971,"Knotty Derby Carrow Short Corporate Casuals, Boots, Sneakers",knotty derby carrow short corporate casuals boots sneakers,knotty derby carrow short corporate casuals boot sneaker,[],[],derby carrow boot sneaker knotty derby ,175,14,womens footwear
1972,1972,Lilliput Top Baby Girl's  Combo,lilliput top baby girls  combo,lilliput top baby girl combo,[],"['girl', 'baby']",top baby girl combo lilliput top ,-1,-1,unknown
1973,1973,Frabjous German silver Rings For Women Alloy Zircon Toe Ring,frabjous german silver rings for women alloy zircon toe ring,frabjous german silver ring for woman alloy zircon toe ring,['silver'],['woman'],woman alloy german silver frabjous german ,-1,-1,unknown
1974,1974,Gkidz Casual Short Sleeve Printed Girl's Top,gkidz casual short sleeve printed girls top,gkidz casual short sleeve printed girl top,[],['girl'],casual short girl top gkidz casual ,45,32,clothing
1975,1975,Hunny Bunny Casual Sleeveless Polka Print Girl's Top,hunny bunny casual sleeveless polka print girls top,hunny bunny casual sleeveless polka print girl top,[],['girl'],bunny casual girl top hunny bunny ,-1,-1,unknown
1976,1976,RPB Casual 3/4 Sleeve Solid Girl's Top,rpb casual 34 sleeve solid girls top,rpb casual 34 sleeve solid girl top,[],['girl'],girl top sleeve solid rpb casual ,4,16,clothing
1977,1977,RPB Casual Sleeveless Solid Girl's Top,rpb casual sleeveless solid girls top,rpb casual sleeveless solid girl top,[],['girl'],casual sleeveless girl top rpb casual ,4,16,clothing
1978,1978,Royal Seal Creations 40 ST COLOR Silver Zircon NA K Ring,royal seal creations 40 st color silver zircon na k ring,royal seal creation 40 st color silver zircon na k ring,['silver'],[],color silver seal creation royal seal ,-1,-1,unknown
1979,1979,Japdan USB Orange Anti-dust Plug,japdan usb orange antidust plug,japdan usb orange antidust plug,['orange'],[],usb orange antidust plug japdan usb ,142,10,electronics
1980,1980,ShopMantra Che Guevara Revolution 2015 Desk Calendar,shopmantra che guevara revolution 2015 desk calendar,shopmantra che guevara revolution 2015 desk calendar,[],[],guevara revolution shopmantra che desk calendar ,-1,-1,unknown
1981,1981,Orous Women's Sheath Dress,orous womens sheath dress,orous woman sheath dress,[],['woman'],woman sheath sheath dress orous woman ,113,5,womens clothing
1982,1982,Vilax Shoes Loafers,vilax shoes loafers,vilax shoe loafer,[],[],vilax shoe loafer vilax shoe ,5,36,footwear
1983,1983,Soie Women's High Low Dress,soie womens high low dress,soie woman high low dress,[],['woman'],woman high low dress soie woman ,167,5,womens clothing
1984,1984,Adorn Elegant and Trendy Loafers,adorn elegant and trendy loafers,adorn elegant and trendy loafer,[],[],adorn trendy loafer adorn elegant ,5,36,footwear
1985,1985,Panchvati Women's A-line Dress,panchvati womens aline dress,panchvati woman aline dress,[],['woman'],woman aline aline dress panchvati woman ,34,33,womens clothing
1986,1986,Steppings Styling Loafers,steppings styling loafers,steppings styling loafer,[],[],steppings styling loafer steppings styling ,5,36,footwear
1987,1987,Passion By Pragya Women's Maxi Dress,passion by pragya womens maxi dress,passion by pragya woman maxi dress,[],['woman'],woman maxi pragya woman maxi dress ,155,-1,unknown
1988,1988,Infiniti Red Loafers,infiniti red loafers,infiniti red loafer,['red'],[],infiniti red loafer infiniti red ,5,36,footwear
1989,1989,Nun Women's Sheath Dress,nun womens sheath dress,nun woman sheath dress,[],['woman'],woman sheath sheath dress nun woman ,113,5,womens clothing
1990,1990,Steppings LOAFERS Loafers,steppings loafers loafers,steppings loafer loafer,[],[],steppings loafer loafer steppings loafer ,5,36,footwear
1991,1991,Oviya Women's Layered Dress,oviya womens layered dress,oviya woman layered dress,[],['woman'],woman layered layered dress oviya woman ,167,5,womens clothing
1992,1992,Foolzy 13 in 1 Mani Pedi Tool Kit Set,foolzy 13 in 1 mani pedi tool kit set,foolzy 13 in 1 mani pedi tool kit set,[],[],kit set mani pedi foolzy ,-1,-1,unknown
1993,1993,Sbuys Women's Gathered Dress,sbuys womens gathered dress,sbuys woman gathered dress,[],['woman'],woman gathered gathered dress sbuys woman ,176,5,womens clothing
1994,1994,Sally Hansen La Cross 5 Pcs Festival Grooming Kit,sally hansen la cross 5 pcs festival grooming kit,sally hansen la cross 5 pc festival grooming kit,[],[],festival grooming grooming kit sally hansen ,204,-1,unknown
1995,1995,People Women's Dress,people womens dress,people woman dress,[],['woman'],people woman dress people woman ,-1,-1,unknown
1996,1996,Real Blue Loafers,real blue loafers,real blue loafer,['blue'],[],real blue loafer real blue ,5,36,footwear
1997,1997,Nidia Women's A-line Dress,nidia womens aline dress,nidia woman aline dress,[],['woman'],woman aline aline dress nidia woman ,34,33,womens clothing
1998,1998,Aerosoft Margaret Loafers,aerosoft margaret loafers,aerosoft margaret loafer,[],[],aerosoft margaret loafer aerosoft margaret ,5,36,footwear
1999,1999,Posh Women's Layered Dress,posh womens layered dress,posh woman layered dress,[],['woman'],woman layered layered dress posh woman ,167,5,womens clothing
2000,2000,Finesse Loafers,finesse loafers,finesse loafer,[],[],loafer finesse finesse loafer ,5,36,footwear
2001,2001,Remanika Women's Dress,remanika womens dress,remanika woman dress,[],['woman'],remanika woman dress remanika woman ,167,5,womens clothing
2002,2002,StyleAva Women's Bubble Dress,styleava womens bubble dress,styleava woman bubble dress,[],['woman'],woman bubble bubble dress styleava woman ,-1,-1,unknown
2003,2003,iLO Stylish Loafers,ilo stylish loafers,ilo stylish loafer,[],[],ilo stylish loafer ilo stylish ,5,36,footwear
2004,2004,Nasha Women's Gathered Dress,nasha womens gathered dress,nasha woman gathered dress,[],['woman'],woman gathered gathered dress nasha woman ,176,5,womens clothing
2005,2005,Utex Slim Fit Fit Baby Boy's Jeans,utex slim fit fit baby boys jeans,utex slim fit fit baby boy jean,[],"['boy', 'baby']",baby boy boy jean utex slim ,54,31,mens clothing
2006,2006,Sierra Women's Shift Dress,sierra womens shift dress,sierra woman shift dress,[],['woman'],woman shift shift dress sierra woman ,80,5,womens clothing
2007,2007,Credos Loafers,credos loafers,credo loafer,[],[],loafer credo credo loafer ,5,36,footwear
2008,2008,Pera Doce Women's A-line Dress,pera doce womens aline dress,pera doce woman aline dress,[],['woman'],doce woman aline dress pera doce ,34,33,womens clothing
2009,2009,Allen Solly Loafers,allen solly loafers,allen solly loafer,[],[],allen solly loafer allen solly ,256,6,footwear
2010,2010,Phenomena Women's Maxi Dress,phenomena womens maxi dress,phenomenon woman maxi dress,[],['woman'],woman maxi maxi dress phenomenon woman ,155,-1,unknown
2011,2011,Shizuka Women's A-line Dress,shizuka womens aline dress,shizuka woman aline dress,[],['woman'],woman aline aline dress shizuka woman ,34,33,womens clothing
2012,2012,Stilestreet Women's Layered Dress,stilestreet womens layered dress,stilestreet woman layered dress,[],['woman'],woman layered layered dress stilestreet woman ,167,5,womens clothing
2013,2013,TEN Smart Reds Loafers,ten smart reds loafers,ten smart red loafer,['red'],[],smart red red loafer ten smart ,5,36,footwear
2014,2014,Oxolloxo Women's A-line Dress,oxolloxo womens aline dress,oxolloxo woman aline dress,[],['woman'],woman aline aline dress oxolloxo woman ,34,33,womens clothing
2015,2015,Svayam Premium Manicure Duo - Stainless Steel,svayam premium manicure duo  stainless steel,svayam premium manicure duo stainless steel,[],[],premium manicure stainless steel svayam premium ,130,9,home goods
2016,2016,Orous Women's Shift Dress,orous womens shift dress,orous woman shift dress,[],['woman'],woman shift shift dress orous woman ,80,5,womens clothing
2017,2017,Inatur Herbals Hand & Nail Cream,inatur herbals hand  nail cream,inatur herbal hand nail cream,[],[],herbal hand nail cream inatur herbal ,-1,-1,unknown
2018,2018,Claude Lorrain Patent Loafers Patent Loafers,claude lorrain patent loafers patent loafers,claude lorrain patent loafer patent loafer,[],[],lorrain patent patent loafer claude lorrain ,5,36,footwear
2019,2019,Factory Rush Miriam,factory rush miriam,factory rush miriam,[],[],factory rush miriam factory rush ,-1,-1,unknown
2020,2020,Gossip Loafers,gossip loafers,gossip loafer,[],[],loafer gossip gossip loafer ,5,36,footwear
2021,2021,Waltz 382 Loafers,waltz 382 loafers,waltz 382 loafer,[],[],loafer waltz ,5,36,footwear
2022,2022,Being Nawab 6 inch Glass Hookah,being nawab 6 inch glass hookah,being nawab 6 inch glass hookah,[],[],nawab glass hookah inch glass ,73,42,auto
2023,2023,SRS Graceful & Stylish Footwear Loafers,srs graceful  stylish footwear loafers,sr graceful stylish footwear loafer,[],[],stylish footwear graceful stylish footwear loafer ,5,36,footwear
2024,2024,Wellworth Loafers,wellworth loafers,wellworth loafer,[],[],loafer wellworth wellworth loafer ,5,36,footwear
2025,2025,Mochi Trendy Loafers,mochi trendy loafers,mochi trendy loafer,[],[],mochi trendy loafer mochi trendy ,5,36,footwear
2026,2026,Zephyr Boat Shoes,zephyr boat shoes,zephyr boat shoe,[],[],zephyr boat shoe zephyr boat ,23,14,womens footwear
2027,2027,Bling Loafers,bling loafers,bling loafer,[],[],loafer bling bling loafer ,5,36,footwear
2028,2028,Do Bhai Blue Loafers Loafers,do bhai blue loafers loafers,do bhai blue loafer loafer,['blue'],[],loafer loafer blue loafer bhai blue ,5,36,footwear
2029,2029,Bazaar Pirates Pink Stars,bazaar pirates pink stars,bazaar pirate pink star,['pink'],[],pirate pink pink star bazaar pirate ,1,1,art
2030,2030,Soludos Loafers,soludos loafers,soludos loafer,[],[],loafer soludos soludos loafer ,5,36,footwear
2031,2031,Soothe Shoes Loafers,soothe shoes loafers,soothe shoe loafer,[],[],soothe shoe loafer soothe shoe ,-1,-1,unknown
2032,2032,Studio 9 Catchy Loafers,studio 9 catchy loafers,studio 9 catchy loafer,[],[],catchy studio catchy loafer ,5,36,footwear
2033,2033,Klaur Melbourne Loafers,klaur melbourne loafers,klaur melbourne loafer,[],[],klaur melbourne loafer klaur melbourne ,5,36,footwear
2034,2034,Clarks Dunbar Racer Boat Shoes,clarks dunbar racer boat shoes,clark dunbar racer boat shoe,[],[],dunbar racer boat shoe clark dunbar ,23,14,womens footwear
2035,2035,Stylish Step Cross Buckle Loafers,stylish step cross buckle loafers,stylish step cross buckle loafer,[],[],step cross buckle loafer stylish step ,5,36,footwear
2036,2036,Rajex SSDS4 -- combo of 5 Straight Dissecting Scissors,rajex ssds4  combo of 5 straight dissecting scissors,rajex ssds4 combo of 5 straight dissecting scissors,[],[],dissecting scissors straight dissecting rajex ,28,8,home goods
2037,2037,Versoba Venetian Roades Loafers,versoba venetian roades loafers,versoba venetian roades loafer,[],[],venetian roades roades loafer versoba venetian ,5,36,footwear
2038,2038,ShopMantra Flower Paintings 2015 Desk Calendar,shopmantra flower paintings 2015 desk calendar,shopmantra flower painting 2015 desk calendar,[],[],flower painting shopmantra flower desk calendar ,-1,-1,unknown
2039,2039,Urban Monkey Womens Pu Loafers,urban monkey womens pu loafers,urban monkey woman pu loafer,[],['woman'],urban monkey woman urban monkey ,60,13,womens footwear
2040,2040,Mochi Classic Loafers,mochi classic loafers,mochi classic loafer,[],[],mochi classic loafer mochi classic ,5,36,footwear
2041,2041,Austrich Moccasin Loafers,austrich moccasin loafers,austrich moccasin loafer,['moccasin'],[],austrich moccasin loafer austrich moccasin ,5,36,footwear
2042,2042,Histeria Loafers,histeria loafers,histeria loafer,[],[],loafer histeria histeria loafer ,5,36,footwear
2043,2043,Niremo Up To The Minute Loafers,niremo up to the minute loafers,niremo up to the minute loafer,[],[],loafer niremo minute loafer ,5,36,footwear
2044,2044,Shibha Footwear Ballerina Loafers,shibha footwear ballerina loafers,shibha footwear ballerina loafer,[],[],footwear ballerina ballerina loafer shibha footwear ,-1,-1,unknown
2045,2045,Footash Bellies,footash bellies,footash belly,[],[],belly footash footash belly ,127,5,womens clothing
2046,2046,Spice Ladies Loafers,spice ladies loafers,spice lady loafer,[],[],spice lady loafer spice lady ,16,5,womens clothing
2047,2047,Trilokani Stylish Loafers,trilokani stylish loafers,trilokani stylish loafer,[],[],trilokani stylish loafer trilokani stylish ,5,36,footwear
2048,2048,Funku Fashion Loafers,funku fashion loafers,funku fashion loafer,[],[],funku fashion loafer funku fashion ,5,36,footwear
2049,2049,Zephyr Loafers,zephyr loafers,zephyr loafer,[],[],loafer zephyr zephyr loafer ,5,36,footwear
2050,2050,Go Bonjour Stainless Steel 9 pc Manicure Kit,go bonjour stainless steel 9 pc manicure kit,go bonjour stainless steel 9 pc manicure kit,[],[],bonjour stainless manicure kit stainless steel ,130,9,home goods
2051,2051,Blue Button Night Tides Loafers,blue button night tides loafers,blue button night tide loafer,['blue'],[],button night tide loafer blue button ,5,36,footwear
2052,2052,Pinellii York Handcrafted Loafers,pinellii york handcrafted loafers,pinellii york handcrafted loafer,[],[],york handcrafted handcrafted loafer pinellii york ,5,36,footwear
